wardname,wardcode,lganame,statename,year_month,event_count,total_fatalities,event_type_breakdown
Bolari West,GMSGME04,Gombe,Gombe,2024-06,1,0,{'Riots': 1}
Bolewa A,71406,Potiskum,Yobe,2001-10,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2002-07,1,0,{'Riots': 1}
Bolewa A,71406,Potiskum,Yobe,2004-06,2,3,{'Battles': 2}
Bolewa A,71406,Potiskum,Yobe,2006-02,1,0,{'Riots': 1}
Bolewa A,71406,Potiskum,Yobe,2009-07,1,0,{'Battles': 1}
Bolewa A,71406,Potiskum,Yobe,2011-04,1,0,{'Riots': 1}
Bolewa A,71406,Potiskum,Yobe,2012-01,5,13,"{'Violence against civilians': 4, 'Battles': 1}"
Bolewa A,71406,Potiskum,Yobe,2012-02,2,3,{'Violence against civilians': 2}
Bolewa A,71406,Potiskum,Yobe,2012-04,1,4,{'Violence against civilians': 1}
Bolewa A,71406,Potiskum,Yobe,2012-05,6,59,"{'Violence against civilians': 5, 'Protests': 1}"
Bolewa A,71406,Potiskum,Yobe,2012-06,2,2,"{'Violence against civilians': 1, 'Battles': 1}"
Bolewa A,71406,Potiskum,Yobe,2012-08,3,3,"{'Battles': 2, 'Explosions/Remote violence': 1}"
Bolewa A,71406,Potiskum,Yobe,2012-09,1,16,{'Violence against civilians': 1}
Bolewa A,71406,Potiskum,Yobe,2012-10,8,42,"{'Explosions/Remote violence': 4, 'Violence against civilians': 3, 'Battles': 1}"
Bolewa A,71406,Potiskum,Yobe,2012-12,6,43,"{'Battles': 4, 'Violence against civilians': 2}"
Bolewa A,71406,Potiskum,Yobe,2013-02,1,3,{'Violence against civilians': 1}
Bolewa A,71406,Potiskum,Yobe,2013-03,1,2,{'Battles': 1}
Bolewa A,71406,Potiskum,Yobe,2013-06,1,1,{'Battles': 1}
Bolewa A,71406,Potiskum,Yobe,2013-08,1,0,{'Strategic developments': 1}
Bolewa A,71406,Potiskum,Yobe,2013-09,1,1,{'Violence against civilians': 1}
Bolewa A,71406,Potiskum,Yobe,2014-04,1,3,{'Violence against civilians': 1}
Bolewa A,71406,Potiskum,Yobe,2014-07,1,13,{'Explosions/Remote violence': 1}
Bolewa A,71406,Potiskum,Yobe,2014-11,2,74,{'Explosions/Remote violence': 2}
Bolewa A,71406,Potiskum,Yobe,2014-12,2,8,{'Explosions/Remote violence': 2}
Bolewa A,71406,Potiskum,Yobe,2015-01,3,49,{'Explosions/Remote violence': 3}
Bolewa A,71406,Potiskum,Yobe,2015-02,4,36,{'Explosions/Remote violence': 4}
Bolewa A,71406,Potiskum,Yobe,2015-04,2,12,{'Explosions/Remote violence': 2}
Bolewa A,71406,Potiskum,Yobe,2015-05,1,4,{'Explosions/Remote violence': 1}
Bolewa A,71406,Potiskum,Yobe,2015-06,2,10,{'Explosions/Remote violence': 2}
Bolewa A,71406,Potiskum,Yobe,2015-07,1,6,{'Explosions/Remote violence': 1}
Bolewa A,71406,Potiskum,Yobe,2015-12,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2016-06,1,0,{'Strategic developments': 1}
Bolewa A,71406,Potiskum,Yobe,2017-04,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2018-01,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2018-09,1,1,{'Riots': 1}
Bolewa A,71406,Potiskum,Yobe,2019-09,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2020-07,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2020-08,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2020-11,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2021-03,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2021-06,1,1,{'Violence against civilians': 1}
Bolewa A,71406,Potiskum,Yobe,2021-07,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2023-10,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2024-02,1,0,{'Protests': 1}
Bolewa A,71406,Potiskum,Yobe,2024-08,6,3,"{'Riots': 2, 'Strategic developments': 2, 'Protests': 1, 'Violence against civilians': 1}"
Bolewa A,71406,Potiskum,Yobe,2024-11,1,1,{'Battles': 1}
Boward 7,RVSBNY07,Bonny,Rivers,2018-04,1,4,{'Violence against civilians': 1}
Boward 7,RVSBNY07,Bonny,Rivers,2022-01,1,0,{'Battles': 1}
Boward 7,RVSBNY07,Bonny,Rivers,2024-06,1,0,{'Protests': 1}
Boward 9,RVSBNY09,Bonny,Rivers,2005-12,1,0,{'Violence against civilians': 1}
Boward 9,RVSBNY09,Bonny,Rivers,2008-01,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1997-01,1,3,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1997-02,1,19,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1997-03,5,7,"{'Riots': 2, 'Violence against civilians': 2, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,1997-04,9,33,"{'Battles': 7, 'Protests': 1, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,1997-05,1,2,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1997-06,1,19,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1997-09,1,0,{'Strategic developments': 1}
Bowen,DTSWWR02,Warri South,Delta,1997-10,2,0,"{'Strategic developments': 1, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,1997-11,3,22,{'Battles': 3}
Bowen,DTSWWR02,Warri South,Delta,1997-12,1,44,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1998-02,1,1,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1998-07,3,15,"{'Violence against civilians': 1, 'Riots': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,1998-09,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,1998-10,7,15,"{'Battles': 4, 'Violence against civilians': 2, 'Strategic developments': 1}"
Bowen,DTSWWR02,Warri South,Delta,1998-12,1,6,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1999-02,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,1999-03,1,1,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,1999-05,9,106,"{'Battles': 8, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,1999-06,4,160,"{'Battles': 3, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,1999-08,2,1,"{'Violence against civilians': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,1999-10,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,1999-11,2,18,"{'Battles': 1, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,1999-12,1,12,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2000-04,2,4,{'Battles': 2}
Bowen,DTSWWR02,Warri South,Delta,2000-06,1,3,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2002-05,1,4,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2002-07,1,3,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2002-12,1,2,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-01,1,13,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-02,1,12,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-03,1,7,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-04,3,20,"{'Battles': 2, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2003-05,2,43,{'Battles': 2}
Bowen,DTSWWR02,Warri South,Delta,2003-06,1,19,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-07,3,17,{'Battles': 3}
Bowen,DTSWWR02,Warri South,Delta,2003-08,4,28,{'Battles': 4}
Bowen,DTSWWR02,Warri South,Delta,2003-09,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-10,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2003-12,2,6,"{'Violence against civilians': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2004-01,4,1,"{'Battles': 2, 'Violence against civilians': 2}"
Bowen,DTSWWR02,Warri South,Delta,2004-02,2,0,"{'Battles': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2004-03,1,10,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2004-04,4,0,"{'Battles': 3, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2004-05,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2004-07,5,8,"{'Violence against civilians': 4, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2004-09,4,21,"{'Battles': 2, 'Violence against civilians': 2}"
Bowen,DTSWWR02,Warri South,Delta,2005-01,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2005-05,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2005-06,2,2,"{'Violence against civilians': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2005-07,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2005-08,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2005-10,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2007-01,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2007-05,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2007-06,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2008-02,1,0,{'Strategic developments': 1}
Bowen,DTSWWR02,Warri South,Delta,2008-06,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2008-08,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2008-11,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2009-09,1,7,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2009-12,1,0,{'Riots': 1}
Bowen,DTSWWR02,Warri South,Delta,2010-01,4,5,"{'Violence against civilians': 3, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2010-02,2,1,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2010-03,5,3,"{'Protests': 2, 'Explosions/Remote violence': 2, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2010-04,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2010-05,2,0,{'Explosions/Remote violence': 2}
Bowen,DTSWWR02,Warri South,Delta,2010-07,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2010-08,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2012-01,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2012-03,2,0,{'Violence against civilians': 2}
Bowen,DTSWWR02,Warri South,Delta,2012-05,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2012-09,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2014-03,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2014-04,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2014-07,1,0,{'Riots': 1}
Bowen,DTSWWR02,Warri South,Delta,2014-10,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2014-11,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2014-12,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2015-01,1,0,{'Riots': 1}
Bowen,DTSWWR02,Warri South,Delta,2015-03,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2015-04,1,2,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2015-11,3,0,"{'Riots': 2, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2015-12,2,0,"{'Strategic developments': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2016-04,4,5,"{'Riots': 3, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2016-05,3,1,"{'Explosions/Remote violence': 2, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2016-06,1,2,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2016-07,2,1,"{'Protests': 1, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2016-09,2,1,"{'Protests': 1, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2016-10,1,0,{'Explosions/Remote violence': 1}
Bowen,DTSWWR02,Warri South,Delta,2016-11,3,0,"{'Explosions/Remote violence': 2, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2017-05,4,3,"{'Protests': 2, 'Explosions/Remote violence': 1, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2017-06,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2017-07,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2017-08,2,0,"{'Riots': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2017-09,2,0,"{'Protests': 1, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2017-10,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2017-12,2,1,"{'Protests': 1, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2018-01,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2018-05,1,1,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2018-06,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2018-11,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2018-12,2,1,"{'Protests': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2019-01,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2019-02,2,0,"{'Riots': 1, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2019-03,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2019-06,3,0,{'Protests': 3}
Bowen,DTSWWR02,Warri South,Delta,2019-07,3,0,{'Protests': 3}
Bowen,DTSWWR02,Warri South,Delta,2019-10,1,0,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2019-11,1,3,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2020-02,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2020-03,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2020-04,1,1,{'Riots': 1}
Bowen,DTSWWR02,Warri South,Delta,2020-05,1,1,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2020-06,2,1,"{'Protests': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2020-08,1,0,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2020-09,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2020-10,7,19,"{'Protests': 4, 'Violence against civilians': 2, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2020-11,3,0,"{'Protests': 2, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2020-12,4,5,"{'Riots': 1, 'Battles': 1, 'Protests': 1, 'Strategic developments': 1}"
Bowen,DTSWWR02,Warri South,Delta,2021-01,1,0,{'Riots': 1}
Bowen,DTSWWR02,Warri South,Delta,2021-02,1,1,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2021-03,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2021-04,2,4,"{'Protests': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2021-05,3,1,"{'Protests': 2, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2021-06,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2021-07,1,1,{'Battles': 1}
Bowen,DTSWWR02,Warri South,Delta,2021-08,2,1,"{'Protests': 1, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2021-12,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2022-01,5,1,"{'Protests': 2, 'Battles': 2, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2022-02,3,1,"{'Riots': 2, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2022-03,1,1,{'Violence against civilians': 1}
Bowen,DTSWWR02,Warri South,Delta,2022-04,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2022-06,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2022-07,3,0,{'Protests': 3}
Bowen,DTSWWR02,Warri South,Delta,2022-08,3,1,"{'Battles': 1, 'Riots': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2022-09,1,1,{'Riots': 1}
Bowen,DTSWWR02,Warri South,Delta,2022-10,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2022-11,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2022-12,3,0,"{'Protests': 2, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2023-02,3,0,"{'Riots': 2, 'Violence against civilians': 1}"
Bowen,DTSWWR02,Warri South,Delta,2023-04,2,0,"{'Violence against civilians': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2023-05,2,2,"{'Violence against civilians': 1, 'Battles': 1}"
Bowen,DTSWWR02,Warri South,Delta,2023-06,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2023-07,2,1,"{'Violence against civilians': 1, 'Riots': 1}"
Bowen,DTSWWR02,Warri South,Delta,2023-08,4,0,"{'Strategic developments': 2, 'Protests': 2}"
Bowen,DTSWWR02,Warri South,Delta,2023-09,7,5,"{'Protests': 5, 'Battles': 2}"
Bowen,DTSWWR02,Warri South,Delta,2023-10,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2023-12,2,0,"{'Violence against civilians': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2024-01,1,0,{'Strategic developments': 1}
Bowen,DTSWWR02,Warri South,Delta,2024-03,2,1,"{'Riots': 1, 'Protests': 1}"
Bowen,DTSWWR02,Warri South,Delta,2024-04,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2024-07,2,0,{'Protests': 2}
Bowen,DTSWWR02,Warri South,Delta,2024-08,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2024-09,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2024-12,1,0,{'Protests': 1}
Bowen,DTSWWR02,Warri South,Delta,2025-05,6,0,{'Protests': 6}
Bowen,DTSWWR02,Warri South,Delta,2025-07,1,0,{'Protests': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,1999-11,1,15,{'Battles': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2000-12,1,0,{'Strategic developments': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2006-04,2,1,"{'Violence against civilians': 1, 'Battles': 1}"
Brass 1,BYSBRS01,Brass,Bayelsa,2006-07,1,0,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2012-03,1,0,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2013-10,1,0,{'Battles': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2014-10,1,0,{'Protests': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2014-12,1,0,{'Riots': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2015-04,1,0,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2015-12,1,0,{'Riots': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2016-01,2,0,{'Explosions/Remote violence': 2}
Brass 1,BYSBRS01,Brass,Bayelsa,2016-05,1,10,{'Battles': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2016-06,1,0,{'Explosions/Remote violence': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2017-01,2,2,{'Riots': 2}
Brass 1,BYSBRS01,Brass,Bayelsa,2017-11,1,0,{'Battles': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2018-04,1,0,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2018-08,1,3,{'Riots': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2018-09,1,0,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2018-11,2,0,"{'Protests': 1, 'Battles': 1}"
Brass 1,BYSBRS01,Brass,Bayelsa,2020-11,1,0,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2021-01,1,0,{'Strategic developments': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2021-05,2,0,"{'Riots': 1, 'Protests': 1}"
Brass 1,BYSBRS01,Brass,Bayelsa,2022-02,1,5,{'Violence against civilians': 1}
Brass 1,BYSBRS01,Brass,Bayelsa,2023-11,3,1,"{'Violence against civilians': 2, 'Riots': 1}"
Brass 1,BYSBRS01,Brass,Bayelsa,2023-12,1,1,{'Violence against civilians': 1}
Brass 2,BYSBRS02,Brass,Bayelsa,2000-05,1,5,{'Violence against civilians': 1}
Brass 2,BYSBRS02,Brass,Bayelsa,2012-12,1,0,{'Protests': 1}
Brass 3,BYSBRS03,Brass,Bayelsa,2009-02,1,0,{'Battles': 1}
Bugaje,41601,Jibia,Katsina,2022-01,1,1,{'Violence against civilians': 1}
Bugaje,41601,Jibia,Katsina,2022-02,1,0,{'Battles': 1}
Bugaje,41601,Jibia,Katsina,2022-04,1,2,{'Battles': 1}
Bugaje,41601,Jibia,Katsina,2022-10,1,2,{'Violence against civilians': 1}
Cape Formosa,BYSBRS04,Brass,Bayelsa,1997-07,1,1,{'Battles': 1}
Cape Formosa,BYSBRS04,Brass,Bayelsa,2024-03,2,0,{'Strategic developments': 2}
Chikaji,KD1903,Sabon Gari,Kaduna,1999-01,1,1,{'Violence against civilians': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2002-09,1,0,{'Riots': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2009-05,1,0,{'Riots': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2009-09,3,3,"{'Battles': 2, 'Riots': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2011-04,2,3,"{'Riots': 1, 'Violence against civilians': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2012-03,1,1,{'Battles': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2012-05,2,0,{'Protests': 2}
Chikaji,KD1903,Sabon Gari,Kaduna,2012-06,1,22,{'Explosions/Remote violence': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2012-07,1,1,{'Violence against civilians': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2012-09,2,2,"{'Battles': 1, 'Protests': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2012-10,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2012-11,4,0,"{'Explosions/Remote violence': 1, 'Strategic developments': 1, 'Violence against civilians': 1, 'Protests': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2013-01,1,3,{'Violence against civilians': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2013-04,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2013-09,4,1,"{'Violence against civilians': 2, 'Riots': 1, 'Protests': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2013-10,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2014-02,1,4,{'Violence against civilians': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2014-07,2,35,"{'Protests': 1, 'Battles': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2015-06,1,0,{'Riots': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2015-07,1,37,{'Explosions/Remote violence': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2015-11,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2015-12,4,300,"{'Riots': 2, 'Battles': 1, 'Violence against civilians': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2016-01,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2016-03,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2016-08,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2016-12,1,0,{'Riots': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2017-02,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2019-05,2,0,{'Protests': 2}
Chikaji,KD1903,Sabon Gari,Kaduna,2019-06,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2019-09,2,0,{'Protests': 2}
Chikaji,KD1903,Sabon Gari,Kaduna,2019-10,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2019-11,1,1,{'Violence against civilians': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2020-06,2,1,"{'Violence against civilians': 1, 'Battles': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2020-07,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2020-11,2,0,"{'Battles': 1, 'Violence against civilians': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2021-01,2,3,"{'Battles': 1, 'Violence against civilians': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2021-02,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2021-06,4,1,"{'Violence against civilians': 3, 'Protests': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2021-07,2,1,"{'Violence against civilians': 1, 'Battles': 1}"
Chikaji,KD1903,Sabon Gari,Kaduna,2021-12,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2024-04,1,2,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2024-06,1,0,{'Protests': 1}
Chikaji,KD1903,Sabon Gari,Kaduna,2024-09,2,1,{'Riots': 2}
Chikaji,KD1903,Sabon Gari,Kaduna,2024-10,1,0,{'Riots': 1}
Clerk / Market,BNSMKD05,Makurdi,Benue,2022-02,1,0,{'Battles': 1}
Clerk / Market,BNSMKD05,Makurdi,Benue,2025-04,1,4,{'Violence against civilians': 1}
Clerk / Market,BNSMKD05,Makurdi,Benue,2025-05,1,1,{'Violence against civilians': 1}
Dabaibayawa,40205,Batagarawa,Katsina,2022-05,1,0,{'Strategic developments': 1}
Dabaibayawa,40205,Batagarawa,Katsina,2022-09,1,0,{'Violence against civilians': 1}
Damare,ADSGRE02,Girei,Adamawa,2022-06,1,0,{'Violence against civilians': 1}
Dampar 3,TRSBBB03,Ibi,Taraba,2001-05,1,20,{'Battles': 1}
Dampar 3,TRSBBB03,Ibi,Taraba,2025-01,1,0,{'Battles': 1}
Danbare,KN2503,Kumbotso,Kano,2022-08,2,0,{'Riots': 2}
Danbare,KN2503,Kumbotso,Kano,2023-04,1,1,{'Violence against civilians': 1}
